"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"5980cdb8-1982-47e1-8ca6-58437ffb50be","Secured Transactions","Priority","Proceeds","Priority in Proceeds","A perfected security interest in proceeds generally has the same date of priority as the perfected security interest in the original collateral so long as perfection in the proceeds continues.","[""proceeds"",""same date of priority as original collateral""]","[""proceeds"",""same date of priority as original collateral""]"
"901f0ace-95b1-4f65-941a-73c3c15373e6","Secured Transactions","Definitions and Basic Concepts","Collateral and Proceeds","Proceeds","Proceeds include whatever is acquired upon the sale, lease, license, exchange, or other disposition of collateral; whatever is collected on or distributed on account of collateral; rights arising out of collateral; claims arising out of loss or damage to collateral; and insurance payable by reason of loss or damage to the collateral.","[""proceeds"",""sale lease license exchange disposition"",""collected on collateral"",""insurance""]","[""proceeds"",""sale lease license exchange disposition"",""collected on collateral"",""insurance""]"
"b428048d-15ee-4a51-89fe-383b79476795","Secured Transactions","Default and Foreclosure","","Proceeds","A security interest attaches to identifiable proceeds of collateral.","[""proceeds"",""identifiable""]","[""proceeds"",""identifiable""]"
"58ccf118-6e2f-4bec-b475-fa20da2dfbb4","Secured Transactions","Attachment","Scope of Collateral","Proceeds, Products, and Supporting Obligations","A security interest generally attaches automatically to identifiable proceeds of collateral and also extends to supporting obligations related to the collateral, while products may be covered depending on the collateral classification and agreement terms.","[""proceeds"",""supporting obligations"",""identifiable proceeds""]","[""proceeds"",""supporting obligations"",""identifiable proceeds""]"
"58d80030-a89c-417e-b85a-03c59a8b1cfb","Secured Transactions","Priority","Purchase-Money Security Interests","Purchase-Money Security Interest Defined","A security interest is purchase-money to the extent that the goods are purchase-money collateral with respect to that security interest, meaning the obligation is incurred as all or part of the price of the collateral or for value given to enable the debtor to acquire rights in or use of the collateral, if the value is in fact so used.","[""purchase-money security interest"",""price of collateral"",""enabling loan""]","[""purchase-money security interest"",""price of collateral"",""enabling loan""]"
"35ac5c20-7d11-4ad7-9fcd-fa35e578df16","Secured Transactions","Attachment","Security Agreement","Reasonable Description of Collateral","A description of collateral is sufficient if it reasonably identifies what is described, including by specific listing, category, type of collateral defined in the UCC, quantity, computational formula, or any other method that objectively determines the collateral. But a supergeneric description such as 'all the debtor's assets' or 'all personal property' is generally insufficient in a security agreement.","[""reasonably identifies"",""category"",""type"",""supergeneric description insufficient""]","[""reasonably identifies"",""category"",""type"",""supergeneric description insufficient""]"
"f3ef415c-6ebc-4bd6-97fe-13f52cab61fe","Secured Transactions","Default and Enforcement","Debtor Remedies","Right of Redemption","A debtor, secondary obligor, or other secured party or lienholder may redeem collateral by tendering fulfillment of all obligations secured by the collateral and the reasonable expenses and attorney's fees of the secured party before the secured party has collected collateral, disposed of it, or entered into a contract for disposition, or before the secured party has accepted collateral in satisfaction of the debt.","[""redeem collateral"",""tender full obligation"",""before disposition or acceptance""]","[""redeem collateral"",""tender full obligation"",""before disposition or acceptance""]"
"ed4c39e1-23bb-4e17-8f7c-ebea56b3de41","Secured Transactions","Default and Enforcement","Collateral Other Than Goods","Rights of Account Debtor","An account debtor may generally assert against an assignee or secured party any defenses or claims in recoupment arising from the transaction that gave rise to the contract, and, subject to anti-assignment and waiver rules, may in some cases assert other defenses as well.","[""account debtor"",""defenses"",""claims in recoupment"",""assignee""]","[""account debtor"",""defenses"",""claims in recoupment"",""assignee""]"
"6509243c-39e8-4efd-820f-ba19c59faaf8","Secured Transactions","Default and Foreclosure","","Scope of Article 9","Article 9 governs transactions that create a security interest in personal property or fixtures.","[""Article 9"",""security interest"",""personal property"",""fixtures""]","[""Article 9"",""security interest"",""personal property"",""fixtures""]"
"7b35ea1f-b1fe-4b4f-90b1-41d4f912350b","Secured Transactions","Definitions and Basic Concepts","Parties","Secondary Obligor","A secondary obligor is an obligor to the extent that the obligor's obligation is secondary, such as a guarantor or surety, or the obligor has recourse against the debtor with respect to the obligation secured.","[""secondary obligor"",""guarantor"",""surety""]","[""secondary obligor"",""guarantor"",""surety""]"
"4162cec2-5796-498c-b09e-b2fbc5a31811","Secured Transactions","Default and Enforcement","Disposition","Secured Party Purchase at Sale","A secured party may buy collateral at a public disposition, and may buy at a private disposition only if the collateral is of a kind customarily sold on a recognized market or the subject of widely distributed standard price quotations.","[""secured party may buy"",""public sale"",""private sale recognized market""]","[""secured party may buy"",""public sale"",""private sale recognized market""]"
"3f4bd684-3f64-4768-86c5-7b41152d2731","Secured Transactions","Attachment","","Security Agreement","A security agreement is an authenticated record that provides a description of the collateral.","[""security agreement"",""authenticated record"",""description of the collateral""]","[""security agreement"",""authenticated record"",""description of the collateral""]"
"709fd9ae-7315-4206-a48a-8002c2060c71","Secured Transactions","Attachment","Security Agreement","Security Agreement Requirements","Unless possession or control substitutes for a signed record, a security agreement must be authenticated by the debtor and must reasonably identify the collateral.","[""security agreement"",""authenticated by debtor"",""reasonably identify collateral""]","[""security agreement"",""authenticated by debtor"",""reasonably identify collateral""]"
"06412952-006a-4810-be58-795b5be2abdc","Secured Transactions","Definitions and Basic Concepts","Security Interest","Security Interest","A security interest is an interest in personal property or fixtures that secures payment or performance of an obligation.","[""security interest"",""secures payment"",""performance of obligation"",""personal property"",""fixtures""]","[""security interest"",""secures payment"",""performance of obligation"",""personal property"",""fixtures""]"
"5f126d89-6e24-48a5-89f6-ef6d283d1a47","Secured Transactions","Default and Enforcement","Repossession","Self-Help Repossession","After default, a secured party may take possession of collateral without judicial process if it can be done without breach of the peace.","[""after default"",""take possession"",""without judicial process"",""without breach of the peace""]","[""after default"",""take possession"",""without judicial process"",""without breach of the peace""]"
"e1880c3e-2933-4d38-8814-80760dac4354","Secured Transactions","Perfection","Filing","Seriously Misleading Errors","A financing statement that fails sufficiently to provide the debtor's name is seriously misleading unless a search of the filing office records under the debtor's correct name, using the filing office's standard search logic, would disclose the record.","[""seriously misleading"",""debtor's correct name"",""standard search logic""]","[""seriously misleading"",""debtor's correct name"",""standard search logic""]"
"24364fb0-9d61-4add-a54a-82cbd5f6612c","Secured Transactions","Default and Enforcement","Strict Foreclosure","Strict Foreclosure","A secured party may accept collateral in full or partial satisfaction of the obligation if the debtor consents after default and other statutory conditions are met, including sending proposal notices to certain interested parties and receiving no timely objection. In consumer transactions, acceptance in partial satisfaction is generally not allowed.","[""accept collateral in satisfaction"",""strict foreclosure"",""debtor consents"",""proposal notice"",""timely objection""]","[""accept collateral in satisfaction"",""strict foreclosure"",""debtor consents"",""proposal notice"",""timely objection""]"
"c27af6c5-5a4a-47fc-9795-d384212f4d38","Secured Transactions","Scope of Article 9","Substance Over Form","Substance Over Form","Article 9 looks to the economic substance of a transaction rather than its label, and a transaction that in substance creates a security interest will be governed as a secured transaction even if the parties label it as a lease, consignment, sale, or another arrangement.","[""substance over form"",""economic substance"",""lease intended as security""]","[""substance over form"",""economic substance"",""lease intended as security""]"
"f83ac1d4-990d-4407-a88b-8e3ba286ee22","Secured Transactions","Perfection","","Temporary Perfection — Proceeds","A perfected security interest in proceeds remains perfected for 20 days.","[""temporary perfection"",""20 days"",""proceeds""]","[""temporary perfection"",""20 days"",""proceeds""]"
"8c48a693-1f12-4214-9782-626be70c0f88","Secured Transactions","Perfection","Temporary Perfection","Temporary Perfection in Proceeds","A perfected security interest in proceeds is automatically perfected for 20 days after the security interest attaches to the proceeds. Continued perfection beyond 20 days generally requires satisfaction of one of the statutory continuation rules, such as filing covering the proceeds, same-office filing sufficiency, or identifiable cash proceeds.","[""20 days"",""proceeds"",""automatically perfected""]","[""20 days"",""proceeds"",""automatically perfected""]"
"f7277ab2-1c3c-462d-8c5c-6b1e1386a691","Secured Transactions","Perfection","Filing","Trade Name","A financing statement that provides only the debtor's trade name does not sufficiently provide the debtor's name.","[""trade name insufficient""]","[""trade name insufficient""]"
"bc538492-959d-4c6a-9998-93ecd91849fb","Secured Transactions","Scope of Article 9","Covered Transactions","Transactions Covered by Article 9","Article 9 generally governs any transaction, regardless of form, that creates a security interest in personal property or fixtures by contract, as well as agricultural liens, sales of accounts, chattel paper, payment intangibles, and promissory notes, and certain consignments.","[""Article 9"",""security interest"",""personal property"",""fixtures"",""agricultural liens"",""accounts"",""chattel paper"",""payment intangibles"",""promissory notes"",""consignments""]","[""Article 9"",""security interest"",""personal property"",""fixtures"",""agricultural liens"",""accounts"",""chattel paper"",""payment intangibles"",""promissory notes"",""consignments""]"
"fe8b5d92-5407-4e53-b1de-9d2ba11218e6","Secured Transactions","Scope of Article 9","Excluded Transactions","Transactions Excluded from Article 9","Article 9 generally does not apply to most landlord's liens, statutory liens other than agricultural liens, assignments of wages, transfers of interests in real property except fixtures and certain related collateral, tort claims other than commercial tort claims, and many transfers by operation of law.","[""excluded from Article 9"",""real property"",""wages"",""statutory liens"",""tort claims""]","[""excluded from Article 9"",""real property"",""wages"",""statutory liens"",""tort claims""]"
"20fe5d78-c0c2-4cb9-b98a-77083b479429","Secured Transactions","Perfection","Change in Governing Law","Transfer to New Debtor in Another State","If collateral is transferred to a new debtor located in another jurisdiction and the security interest becomes perfected against the new debtor under the law of that jurisdiction, the security interest generally remains perfected for one year after the transfer or until perfection would otherwise lapse, whichever occurs earlier, unless reperfected sooner under the new jurisdiction's law.","[""transfer to new debtor"",""another jurisdiction"",""one year""]","[""transfer to new debtor"",""another jurisdiction"",""one year""]"
"85680ff5-b2de-43f8-94e1-1c2410fdbffd","Secured Transactions","Priority","Transferees of Collateral","Transferee of Collateral","A security interest generally follows the collateral into the hands of a transferee unless a rule cuts it off, such as buyer-in-ordinary-course protection, authorized disposition, consumer-buyer protection, or another statutory exception.","[""security interest follows collateral"",""transferee"",""buyer protection""]","[""security interest follows collateral"",""transferee"",""buyer protection""]"
"328b074d-7026-49ba-8867-01bd49bd067a","Secured Transactions","Priority","Competing Security Interests","Unperfected Versus Unperfected","As between conflicting unperfected security interests, priority generally goes to the first to attach or become enforceable.","[""unperfected versus unperfected"",""first to attach""]","[""unperfected versus unperfected"",""first to attach""]"
"5b363103-1c9c-4d30-b756-ba6098b5bd83","Secured Transactions","Attachment","","Value","Value includes any consideration sufficient to support a simple contract or an antecedent debt.","[""value"",""consideration"",""antecedent debt""]","[""value"",""consideration"",""antecedent debt""]"
"8757627d-e610-4874-bd00-d6c22c47deb1","Secured Transactions","Attachment","Creation and Enforceability","Value Given","Value includes a binding commitment to extend credit, the extension of credit, acceptance of delivery under a preexisting contract, and generally any consideration sufficient to support a simple contract.","[""value"",""binding commitment to extend credit"",""consideration""]","[""value"",""binding commitment to extend credit"",""consideration""]"
"02ef53bb-5fd6-4354-b563-d5e2f032234e","Secured Transactions","Perfection","Filing","Where to File","Except for certain fixture filings, timber to be cut, and as-extracted collateral, a financing statement is generally filed in the central filing office of the debtor's location.","[""where to file"",""debtor's location"",""central filing office""]","[""where to file"",""debtor's location"",""central filing office""]"
"05f4feba-38fd-4d60-8abf-df39e8b33db4","Torts","Strict Liability","Activities","Abnormally Dangerous Activities","A defendant is strictly liable for harm resulting from an abnormally dangerous activity that creates a foreseeable and highly significant risk of serious harm even when reasonable care is used and is not a matter of common usage.","[""abnormally dangerous"",""foreseeable and highly significant risk"",""reasonable care is used"",""not common usage""]","[""abnormally dangerous"",""foreseeable and highly significant risk"",""reasonable care is used"",""not common usage""]"
"f2335d94-64e2-4b4d-8127-383739153c2c","Torts","Strict Liability","","Abnormally Dangerous Activities","Strict liability applies to abnormally dangerous activities that create a foreseeable and highly significant risk of harm even when reasonable care is exercised.","[""abnormally dangerous activities"",""foreseeable"",""highly significant risk"",""reasonable care""]","[""abnormally dangerous activities"",""foreseeable"",""highly significant risk"",""reasonable care""]"
"c27944d5-33a9-488f-afb7-cc697730e32f","Torts","Negligence","Causation","Actual Cause: But For","Actual cause exists when the plaintiff's injury would not have occurred but for the defendant's breach.","[""but for"",""actual cause""]","[""but for"",""actual cause""]"
"f1ce2c22-4e43-46c0-bd51-cc83d165ef0d","Torts","Negligence","Damages","Actual Harm","Negligence requires actual legally cognizable harm or damage.","[""actual harm"",""legally cognizable damage""]","[""actual harm"",""legally cognizable damage""]"
"08d6b508-ebf0-41d0-8ad9-97145ebb1424","Torts","Negligence","","Animals — Domestic Animals","An owner of a domestic animal is strictly liable if the owner knew or should have known of the animal’s dangerous propensities.","[""domestic animal"",""knew or should have known"",""dangerous propensities""]","[""domestic animal"",""knew or should have known"",""dangerous propensities""]"
"4bde0834-cfd3-4cbd-9587-68493ad6e187","Torts","Strict Liability","","Animals — Wild Animals","An owner of a wild animal is strictly liable for harm caused by the animal’s dangerous propensities.","[""wild animal"",""strictly liable"",""dangerous propensities""]","[""wild animal"",""strictly liable"",""dangerous propensities""]"
"f1170714-8b8c-4cab-b3bf-8b12a8ec32f5","Torts","Intentional Torts","Assault","Apparent Ability","Assault requires that the plaintiff reasonably perceive that the defendant has the apparent present ability to carry out the threatened contact.","[""apparent present ability"",""reasonably perceive""]","[""apparent present ability"",""reasonably perceive""]"
"b71f1395-9fdf-447a-ab3f-ccbb23ab78cd","Torts","Other Torts","Privacy","Appropriation","Appropriation is the unauthorized use of the plaintiff's name or likeness for the defendant's commercial advantage.","[""unauthorized use"",""name or likeness"",""commercial advantage""]","[""unauthorized use"",""name or likeness"",""commercial advantage""]"
"18da7115-971d-49c9-b31b-4d2bc09b1d26","Torts","Invasion of Privacy","","Appropriation of Name or Likeness","Appropriation occurs when a defendant uses a plaintiff’s name or likeness for commercial advantage without consent.","[""appropriation"",""name or likeness"",""commercial advantage"",""without consent""]","[""appropriation"",""name or likeness"",""commercial advantage"",""without consent""]"
"c7840142-0927-415d-b239-fdbd39271899","Torts","Intentional Torts","","Assault","Assault occurs when a defendant intentionally causes reasonable apprehension of an imminent harmful or offensive contact.","[""assault"",""reasonable apprehension"",""imminent"",""harmful or offensive contact""]","[""assault"",""reasonable apprehension"",""imminent"",""harmful or offensive contact""]"
"c1a6097b-dc4b-4179-bc28-b0e28b0afeaa","Torts","Intentional Torts","Assault","Assault","Assault requires an intentional act causing the plaintiff reasonable apprehension of imminent harmful or offensive contact.","[""intentional act"",""reasonable apprehension"",""imminent"",""harmful or offensive contact""]","[""intentional act"",""reasonable apprehension"",""imminent"",""harmful or offensive contact""]"
"7b2d1c1a-8e50-4446-8923-584267b89ca2","Torts","Negligence Defenses","Plaintiff Fault","Assumption of Risk","Assumption of risk applies when the plaintiff knew of a specific risk and voluntarily encountered it.","[""knew of a specific risk"",""voluntarily encountered it""]","[""knew of a specific risk"",""voluntarily encountered it""]"
"f1d23e2a-802e-46dc-92a7-79237f92eb49","Torts","Products Liability","Defenses","Assumption of Risk in Products Cases","A plaintiff who discovers a product defect and voluntarily proceeds to use the product despite the known danger may be barred or have recovery reduced depending on the jurisdiction's fault system.","[""discovers defect"",""voluntarily proceeds"",""known danger""]","[""discovers defect"",""voluntarily proceeds"",""known danger""]"
"477d5811-4d6f-40fd-81a5-d3c9bc11b311","Torts","Negligence","Landowner Liability","Attractive Nuisance","A landowner may be liable for an artificial condition highly dangerous to child trespassers if children are likely to trespass, the condition poses an unreasonable risk, children cannot appreciate the danger because of youth, the burden of eliminating the danger is slight compared with the risk, and the landowner fails to use reasonable care.","[""artificial condition"",""child trespassers"",""unreasonable risk"",""cannot appreciate the danger""]","[""artificial condition"",""child trespassers"",""unreasonable risk"",""cannot appreciate the danger""]"
"22541343-69cc-49cd-999e-f2e41a6be999","Torts","Defenses","","Authority to Arrest","A law enforcement officer or private citizen may assert authority to arrest as a defense when the arrest is lawful.","[""authority to arrest"",""law enforcement officer"",""private citizen"",""lawful""]","[""authority to arrest"",""law enforcement officer"",""private citizen"",""lawful""]"
"2c9446ab-87db-4209-aad7-3de7e1d6a6d2","Torts","Negligence Defenses","Plaintiff Fault","Avoidable Consequences","A plaintiff may not recover damages that reasonably could have been avoided after the tort occurred.","[""avoid damages"",""after the tort occurred""]","[""avoid damages"",""after the tort occurred""]"
"dfba56fb-fc86-421e-8b9a-5c7baa598524","Torts","Intentional Torts","","Battery","Battery is the intentional infliction of harmful or offensive contact with another person without consent.","[""battery"",""intentional"",""harmful or offensive contact"",""without consent""]","[""battery"",""intentional"",""harmful or offensive contact"",""without consent""]"
"505e127e-8df2-4c71-bb24-e75196a61023","Torts","Intentional Torts","Battery","Battery","Battery requires an intentional act that causes harmful or offensive contact with the plaintiff's person.","[""intentional act"",""harmful contact"",""offensive contact"",""plaintiff's person""]","[""intentional act"",""harmful contact"",""offensive contact"",""plaintiff's person""]"
"0de64401-2a17-4926-831c-92e8b60477d5","Torts","Intentional Torts","False Imprisonment","Bounded Area","The plaintiff must be confined within boundaries fixed by the defendant, and mere prevention from going in one direction is not enough if a reasonable escape route remains.","[""bounded area"",""reasonable escape route""]","[""bounded area"",""reasonable escape route""]"
"b50ebda7-2766-4441-9764-a72760879f38","Torts","Negligence","Breach","Breach","Breach is established when the defendant fails to act as a reasonably prudent person would under the circumstances.","[""fails to act"",""reasonably prudent person"",""circumstances""]","[""fails to act"",""reasonably prudent person"",""circumstances""]"
"d033ed9f-837e-4ee6-a50f-4ad5d6ddfab0","Torts","Negligence","","Breach — Definition","A breach occurs when a defendant’s conduct falls below the applicable standard of care.","[""breach"",""falls below"",""standard of care""]","[""breach"",""falls below"",""standard of care""]"
"c7746708-0843-44f8-b16c-67e1f779792e","Torts","Negligence","","Breach — Negligence Per Se","Negligence per se applies when a defendant violates a statute designed to protect against the type of harm suffered by the plaintiff.","[""negligence per se"",""violates a statute"",""type of harm""]","[""negligence per se"",""violates a statute"",""type of harm""]"
"18ffd406-c04b-4dd9-9df2-cb37c537cd95","Torts","Products Liability","","Breach of Warranty — Express","An express warranty is created by an affirmation of fact or promise relating to the product that becomes part of the basis of the bargain.","[""express warranty"",""affirmation of fact"",""basis of the bargain""]","[""express warranty"",""affirmation of fact"",""basis of the bargain""]"
"db26cf4e-6310-4e2b-ac69-0c0b164d3004","Torts","Products Liability","","Breach of Warranty — Implied Warranty of Fitness","An implied warranty of fitness for a particular purpose arises when the seller knows the buyer’s purpose and reliance.","[""implied warranty of fitness"",""particular purpose"",""knows"",""reliance""]","[""implied warranty of fitness"",""particular purpose"",""knows"",""reliance""]"
"d86a9ce1-da55-48e9-b287-25e07098d97e","Torts","Products Liability","","Breach of Warranty — Implied Warranty of Merchantability","The implied warranty of merchantability requires that goods be fit for the ordinary purposes for which such goods are used.","[""implied warranty"",""merchantability"",""fit for ordinary purposes""]","[""implied warranty"",""merchantability"",""fit for ordinary purposes""]"
"3c7f7970-2031-4521-8c08-fdcb972a86af","Torts","Causation and Damages","","But-For Causation","But-for causation is satisfied when the plaintiff’s injury would not have occurred but for the defendant’s conduct.","[""but-for"",""would not have occurred""]","[""but-for"",""would not have occurred""]"
"dcbb9d6d-265e-4cd9-a846-75ea4c77bd03","Torts","Intentional Torts","IIED","Bystander IIED","A bystander may recover for IIED when the defendant intentionally or recklessly causes severe emotional distress through extreme and outrageous conduct directed at a close relative in the bystander's presence or where the defendant knows of the bystander's presence.","[""bystander"",""close relative"",""presence"",""knows of presence""]","[""bystander"",""close relative"",""presence"",""knows of presence""]"
"27f2593e-756f-40c0-9942-6036d89096a6","Torts","Causation and Damages","","Causation — Actual Cause","Actual cause requires that the defendant’s conduct be a cause in fact of the plaintiff’s injury.","[""actual cause"",""cause in fact"",""plaintiff’s injury""]","[""actual cause"",""cause in fact"",""plaintiff’s injury""]"
"b4b1b784-36f2-47af-91eb-7e214fdc96f4","Torts","Causation and Damages","","Causation — Proximate Cause","Proximate cause limits liability to harms that are a foreseeable result of the defendant’s conduct.","[""proximate cause"",""foreseeable result""]","[""proximate cause"",""foreseeable result""]"
"3fe20a90-a0ab-4966-b638-684be99c2dd4","Torts","Products Liability","","Causation in Products Liability","The plaintiff must prove that the product defect was a cause in fact and proximate cause of the injury.","[""cause in fact"",""proximate cause"",""product defect""]","[""cause in fact"",""proximate cause"",""product defect""]"
"3da39237-086a-42d6-9655-4a242f3c17c5","Torts","Negligence","Standard of Care","Children","A child is held to the care of a reasonably careful child of the same age, intelligence, and experience, unless the child is engaged in an adult activity.","[""same age intelligence and experience"",""adult activity""]","[""same age intelligence and experience"",""adult activity""]"
"d85a96fe-e3cc-4ded-9c32-ae31d72ff131","Torts","Nuisance","","Coming to the Nuisance","Coming to the nuisance is not a complete defense but may be considered in determining the reasonableness of the interference.","[""coming to the nuisance"",""not a complete defense"",""reasonableness""]","[""coming to the nuisance"",""not a complete defense"",""reasonableness""]"
"71204e25-a703-4064-bb8d-ce135c255a91","Torts","Products Liability","Strict Liability","Commercial Suppliers","All commercial suppliers in the distribution chain, including manufacturers, wholesalers, and retailers, may be strictly liable for defective products.","[""commercial suppliers"",""distribution chain"",""manufacturers"",""wholesalers"",""retailers""]","[""commercial suppliers"",""distribution chain"",""manufacturers"",""wholesalers"",""retailers""]"
"250f7778-3b34-460a-8f77-646b0b52ca12","Torts","Negligence","Standard of Care","Common Carriers and Innkeepers","Common carriers and innkeepers traditionally owe a high degree of care to passengers and guests, respectively.","[""common carriers"",""innkeepers"",""high degree of care""]","[""common carriers"",""innkeepers"",""high degree of care""]"
"f9a16e81-5df4-4aea-91b5-cf83c9e9ff76","Torts","Causation and Damages","","Compensatory Damages","Compensatory damages compensate the plaintiff for actual losses caused by the defendant’s negligence.","[""compensatory damages"",""actual losses""]","[""compensatory damages"",""actual losses""]"
"fd5d46d9-1c03-4d59-9c59-349bff4ea56f","Torts","Intentional Torts","Defenses","Consent","Consent is a defense when the plaintiff had capacity and voluntarily agreed to the contact or invasion, and the defendant acted within the scope of that consent.","[""capacity"",""voluntarily agreed"",""scope of consent""]","[""capacity"",""voluntarily agreed"",""scope of consent""]"
"4238b1ed-d7b6-4aaf-9cdd-4f6bc4079612","Torts","Defenses","","Consent — Express","Express consent occurs when the plaintiff explicitly agrees to the defendant’s conduct through words or writing.","[""express consent"",""explicitly agrees"",""words"",""writing""]","[""express consent"",""explicitly agrees"",""words"",""writing""]"
"159f12fc-c5c7-4ab8-b723-cbc9f31bc3ef","Torts","Defenses","","Consent — General Rule","Consent is a defense to an intentional tort when the plaintiff voluntarily and knowingly agrees to the defendant’s conduct.","[""consent"",""voluntarily"",""knowingly"",""agrees""]","[""consent"",""voluntarily"",""knowingly"",""agrees""]"
"1968e137-d6c4-4567-abf3-a1c7a1224c6d","Torts","Defenses","","Consent — Implied","Implied consent exists when the plaintiff’s conduct reasonably indicates consent to the defendant’s actions.","[""implied consent"",""conduct"",""reasonably indicates""]","[""implied consent"",""conduct"",""reasonably indicates""]"
"161cf437-1634-4e36-a5ae-e7c0d482648a","Torts","Defenses","","Consent — Invalid Consent","Consent is invalid if obtained through fraud, duress, or if the plaintiff lacks capacity to consent.","[""invalid consent"",""fraud"",""duress"",""lacks capacity""]","[""invalid consent"",""fraud"",""duress"",""lacks capacity""]"
"1ae00fae-f688-4634-8ddd-ad5817c6deb5","Torts","Intentional Torts","Battery","Contact with Plaintiff's Person","Battery includes contact with anything closely connected to the plaintiff's body, such as clothing, a plate in the plaintiff's hand, or an object the plaintiff is holding.","[""closely connected"",""clothing"",""holding""]","[""closely connected"",""clothing"",""holding""]"
"a8230ed7-2304-489f-8d23-e5d293da30b8","Torts","Negligence","Multiple Tortfeasors","Contribution","Contribution allows a tortfeasor who paid more than a fair share of liability to recover the excess from other jointly liable tortfeasors.","[""paid more than a fair share"",""other jointly liable tortfeasors""]","[""paid more than a fair share"",""other jointly liable tortfeasors""]"
"7199f583-deea-44de-aa6c-99342c672749","Torts","Negligence Defenses","Plaintiff Fault","Contributory Negligence","Under pure contributory negligence, any negligence by the plaintiff that contributes to the injury completely bars recovery, subject to limited exceptions such as last clear chance.","[""any negligence by the plaintiff"",""completely bars recovery"",""last clear chance""]","[""any negligence by the plaintiff"",""completely bars recovery"",""last clear chance""]"
"cf718c05-1e3c-408b-b30e-3392d7133c29","Torts","Intentional Torts","Property Torts","Conversion","Conversion is an intentional exercise of dominion or control over the plaintiff's personal property that so seriously interferes with the right of possession that the defendant may be required to pay the full value of the property.","[""dominion or control"",""seriously interferes"",""full value""]","[""dominion or control"",""seriously interferes"",""full value""]"
"7171d1f9-0472-418b-96a3-17a25a0363d6","Torts","Intentional Torts","","Conversion","Conversion occurs when a defendant intentionally exercises dominion or control over another’s personal property causing serious interference.","[""conversion"",""dominion or control"",""serious interference"",""personal property""]","[""conversion"",""dominion or control"",""serious interference"",""personal property""]"
"4eec0164-19b8-4b2a-9063-2ef9600e4bfb","Torts","Negligence","Standard of Care","Custom","Evidence of custom is relevant to breach but is not conclusive because reasonable care may require more or less than custom.","[""custom"",""relevant"",""not conclusive""]","[""custom"",""relevant"",""not conclusive""]"
"eef74ef6-80d8-4a35-8aa6-2a456bc9f94b","Torts","Causation and Damages","","Damages — Requirement","Negligence requires proof of actual damages to be actionable.","[""actual damages"",""actionable""]","[""actual damages"",""actionable""]"
"d94da317-67c1-435c-8e19-e77311997a17","Torts","Other Torts","Defamation","Defamation","Defamation requires a defamatory statement of fact concerning the plaintiff, publication to a third person, fault by the defendant, falsity where required, and damages unless the statement is actionable per se.","[""defamatory statement of fact"",""concerning the plaintiff"",""publication"",""fault"",""damages""]","[""defamatory statement of fact"",""concerning the plaintiff"",""publication"",""fault"",""damages""]"
"b2938d13-5f9b-4ebf-9178-df78ec1ff624","Torts","Defamation","","Defamation — Damages","In defamation per se cases, damages are presumed, while in other cases the plaintiff must prove actual damages.","[""damages"",""presumed"",""actual damages""]","[""damages"",""presumed"",""actual damages""]"
"c42b4925-666e-42ce-868f-815288136e6a","Torts","Defamation","","Defamation — Defamation Per Se","Defamation per se involves statements concerning crime, loathsome disease, professional incompetence, or sexual misconduct.","[""defamation per se"",""crime"",""loathsome disease"",""professional incompetence"",""sexual misconduct""]","[""defamation per se"",""crime"",""loathsome disease"",""professional incompetence"",""sexual misconduct""]"
"4ce57f9a-7b74-4f60-af90-ac803d22550b","Torts","Defamation","","Defamation — Definition","Defamation is a false statement of fact concerning the plaintiff that is published to a third party and harms the plaintiff’s reputation.","[""defamation"",""false statement of fact"",""published"",""third party"",""harms reputation""]","[""defamation"",""false statement of fact"",""published"",""third party"",""harms reputation""]"
"63864369-0ecb-4ff2-a0f3-3923b1a88f6f","Torts","Defamation","","Defamation — Identification","The defamatory statement must be of and concerning the plaintiff.","[""of and concerning"",""plaintiff""]","[""of and concerning"",""plaintiff""]"
"65357b4a-88c2-4707-82b4-abb4512f577b","Torts","Defamation","","Defamation — Libel and Slander","Libel is defamation in written or recorded form, while slander is defamation in spoken form.","[""libel"",""written"",""recorded"",""slander"",""spoken""]","[""libel"",""written"",""recorded"",""slander"",""spoken""]"
"7cd08268-2290-4d33-89ad-064a7fdca34c","Torts","Defamation","","Defamation — Private Figure","A private figure must prove negligence regarding the truth or falsity of the statement to recover for defamation.","[""private figure"",""negligence"",""truth or falsity""]","[""private figure"",""negligence"",""truth or falsity""]"
"ec753b4f-5e63-4eff-8c8b-10351b312d36","Torts","Defamation","","Defamation — Privileges","Absolute or qualified privileges may protect a defendant from defamation liability.","[""absolute privilege"",""qualified privilege"",""protect""]","[""absolute privilege"",""qualified privilege"",""protect""]"
"b01af6e3-65ec-46e7-8f5d-97377d68791e","Torts","Defamation","","Defamation — Public Figure or Public Official","A public figure or public official must prove actual malice, meaning knowledge of falsity or reckless disregard for the truth.","[""public figure"",""public official"",""actual malice"",""knowledge of falsity"",""reckless disregard""]","[""public figure"",""public official"",""actual malice"",""knowledge of falsity"",""reckless disregard""]"
"2a0952d7-8d2f-4ecf-939a-4be6b37eea6b","Torts","Defamation","","Defamation — Publication","Publication occurs when the defamatory statement is communicated to any third person who understands it.","[""publication"",""communicated"",""third person""]","[""publication"",""communicated"",""third person""]"
